source,target,color
62112,63293,0
62112,65536,0
62112,65604,0
62112,67690,0
62112,62096,0
62112,63309,0
62112,63324,0
62112,62111,0
62112,64388,0
62112,64421,0
62112,64405,0
62112,65551,0
62112,65570,0
62112,64434,0
62112,65567,0
62112,63280,0
62112,63295,0
62112,65605,0
62112,64438,0
62112,64451,0
62112,64452,0
62112,65620,0
62112,65638,0
62112,76418,7
62112,76419,7
62112,74264,7
62112,75326,7
62112,75354,7
62112,82168,0
63291,63312,0
63291,62078,0
63291,63277,0
63291,74215,0
63291,63293,0
63291,62096,0
63291,63309,0
63291,63324,0
63291,64388,0
63291,64389,0
63291,65551,0
63291,63280,0
63291,63295,0
63291,65605,0
63291,64438,0
63312,64406,0
63312,64422,0
63312,65588,0
63312,65569,0
63312,66644,0
63312,76382,16
63312,63293,0
63312,62096,0
63312,62110,0
63312,63309,0
63312,63324,0
63312,62111,0
63312,64388,0
63312,64389,0
63312,64421,0
63312,64405,0
63312,65551,0
63312,65570,0
63312,71976,0
63312,73033,0
63312,64433,0
63312,65585,0
63312,66641,0
63312,64404,0
63312,65567,0
63312,65568,0
63312,65586,0
63312,66692,3
63312,67706,3
63312,67724,3
63312,68659,0
63312,81207,0
63312,75295,0
64406,64422,0
64406,65588,0
64406,62078,0
64406,65569,0
64406,63293,0
64406,65536,0
64406,65604,0
64406,63309,0
64406,63324,0
64406,64388,0
64406,64421,0
64406,80285,0
64406,64436,0
64406,65551,0
64406,65570,0
64406,64433,0
64406,64434,0
64406,65567,0
64406,65586,0
64406,64435,0
64406,65605,0
64406,64438,0
64406,64451,0
64406,64452,0
64406,81241,0
64406,84030,0
64422,65588,0
64422,62078,0
64422,65569,0
64422,66644,0
64422,63293,0
64422,65536,0
64422,65604,0
64422,62096,0
64422,62110,0
64422,63309,0
64422,63324,0
64422,62111,0
64422,64388,0
64422,64421,0
64422,80285,0
64422,64436,0
64422,65570,0
64422,64433,0
64422,64434,0
64422,65567,0
64422,64435,0
64422,64454,0
64422,65605,0
64422,65622,0
64422,64438,0
64422,64451,0
64422,64452,0
64422,81241,0
64422,84030,0
65588,62078,0
65588,65569,0
65588,66644,0
65588,63293,0
65588,65536,0
65588,65604,0
65588,62096,0
65588,62110,0
65588,63309,0
65588,63324,0
65588,62111,0
65588,64388,0
65588,64421,0
65588,80285,0
65588,64436,0
65588,65570,0
65588,64433,0
65588,64434,0
65588,65567,0
65588,64435,0
65588,64454,0
65588,65605,0
65588,65622,0
65588,64438,0
65588,64451,0
65588,64452,0
65588,81241,0
65588,84030,0
78412,79324,16
78412,73157,16
78412,77408,16
78412,75328,16
78412,72107,16
78412,80285,16
78412,72085,16
78412,74233,16
78412,75329,16
78412,79320,16
78412,77428,16
78412,77396,16
78412,78375,16
78412,76398,16
78412,78409,16
78412,79321,16
78412,72106,16
78412,78411,16
78412,79310,16
78412,79309,16
78412,81241,16
79311,73157,16
79311,77408,16
79311,78386,16
79311,80237,16
79311,72107,16
79311,80285,16
79311,72085,16
79311,80236,20
79311,79320,16
79311,77396,16
79311,78375,16
79311,78398,16
79311,78409,16
79311,79276,16
79311,79321,16
79311,72106,16
79311,79310,16
79311,79309,16
79324,73157,16
79324,77408,16
79324,78386,16
79324,78387,16
79324,79300,16
79324,80237,16
79324,75328,16
79324,72107,16
79324,80285,16
79324,78374,16
79324,72085,16
79324,74233,16
79324,75329,16
79324,80236,20
79324,80277,16
79324,71016,16
79324,79320,16
79324,78385,16
79324,77428,16
79324,77396,16
79324,78375,16
79324,79277,16
79324,76386,16
79324,76398,16
79324,77410,16
79324,78409,16
79324,79321,16
79324,72106,16
79324,79310,16
79324,79309,16
79324,81241,16
60756,63277,0
60756,65569,0
60756,66644,0
60756,67653,0
60756,68697,3
60756,68711,3
60756,68712,3
60756,72060,16
60756,72087,16
60756,73111,16
60756,73157,16
60756,73158,16
60756,74234,16
60756,76370,16
60756,76382,16
60756,77408,16
60756,78386,16
60756,78387,16
60756,79300,16
60756,80217,4
60756,80237,16
60756,80256,16
60756,80278,16
60756,80288,16
60756,63280,0
60756,63295,0
60756,82158,0
60756,83108,0
60756,83107,0
62078,80217,4
62078,63293,0
62078,76314,4
62078,80252,4
62078,63262,4
62078,63276,4
62078,62111,0
62078,64389,0
63277,65536,0
63277,80252,4
63277,62096,0
63277,64405,0
63277,63280,0
65569,63293,0
65569,65604,0
65569,62096,0
65569,62110,0
65569,63309,0
65569,63324,0
65569,66630,3
65569,67654,3
65569,62111,0
65569,64388,0
65569,64421,0
65569,65585,0
65569,65621,3
65569,65623,3
65569,65639,3
65569,65640,3
65569,66667,3
65569,66668,3
65569,66680,3
65569,68730,3
65569,74233,3
65569,75329,3
65569,66631,3
65569,67655,3
65569,65619,3
65569,66665,3
65569,67704,3
65569,67721,3
65569,68770,3
66644,63293,0
66644,65604,0
66644,62096,0
66644,63324,0
66644,66630,3
66644,67654,3
66644,62111,0
66644,64388,0
66644,64421,0
66644,65621,3
66644,65623,3
66644,65640,3
66644,68730,3
66644,68751,3
66644,74233,3
66644,75329,3
66644,66631,3
66644,67655,3
66644,65619,3
66644,66665,3
66644,67704,3
66644,67721,3
66644,68770,3
67653,65536,0
67653,65604,0
67653,63309,0
67653,63324,0
67653,64388,0
67653,64405,0
67653,65585,0
67653,66641,0
67653,64434,0
67653,65567,0
67653,64454,0
67653,65622,0
67653,66654,0
67653,66642,0
67653,64451,0
67653,64452,0
67653,66620,11
67653,67647,0
67653,65619,11
67653,67677,11
67653,66665,11
68697,67690,3
68697,67666,3
68697,68750,3
68697,69857,3
68697,66692,3
68697,67706,3
68697,67724,3
68697,65624,3
68697,68729,3
68697,68730,3
68697,70927,3
68697,71988,3
68697,74233,3
68697,75329,3
68697,66656,3
68697,67679,3
68697,66681,3
68697,67707,3
68697,65620,3
68697,67678,3
68697,65638,3
68697,67693,3
68697,67691,3
68697,67692,3
68697,67708,3
68697,66677,3
68697,66678,3
68697,66679,3
68697,67703,3
68697,67704,3
68697,67721,3
68697,68681,19
68697,68689,19
68697,68754,19
68697,68774,19
68697,68770,3
68697,68789,3
68697,68790,3
68697,68791,3
68697,68811,3
68697,68813,19
68697,68833,19
68697,68834,19
68697,69897,3
68697,70991,19
68697,70992,19
68697,70993,19
68697,71009,19
68697,72041,19
68697,72042,19
68697,72055,19
68697,72056,19
68697,72078,19
68697,72099,19
68697,73072,3
68697,73093,19
68697,73110,3
68697,73131,3
68697,73132,19
68697,73133,19
68697,73148,19
68697,73149,19
68697,73150,19
68697,73175,19
68697,74212,3
68697,74229,19
68697,74230,19
68697,74257,19
68697,74258,19
68697,75260,3
68697,75347,19
68697,75348,19
68711,75328,3
68711,67690,3
68711,68750,3
68711,67706,3
68711,65624,3
68711,68729,3
68711,68730,3
68711,74233,3
68711,75329,3
68711,67679,3
68711,66681,3
68711,65620,3
68711,65638,3
68711,66677,3
68711,66678,3
68711,66679,3
68711,67703,3
68711,67704,3
68711,67721,3
68711,68770,3
68711,68789,3
68711,68790,3
68711,68791,3
68711,68811,3
68711,69897,3
68711,70962,3
68711,70976,3
68711,72026,3
68711,73072,3
68711,73110,3
68711,73131,3
68711,74212,3
68711,74228,3
68711,75260,3
68711,75304,3
68711,75322,3
68711,75323,3
68711,76411,3
68712,67690,3
68712,68750,3
68712,67706,3
68712,65624,3
68712,68729,3
68712,68730,3
68712,74233,3
68712,75329,3
68712,67679,3
68712,66681,3
68712,65620,3
68712,65638,3
68712,66677,3
68712,66678,3
68712,66679,3
68712,67703,3
68712,67704,3
68712,67721,3
68712,68681,19
68712,68689,19
68712,68754,19
68712,68774,19
68712,68770,3
68712,68789,3
68712,68790,3
68712,68791,3
68712,68811,3
68712,68813,19
68712,68833,19
68712,68834,19
68712,69897,3
68712,70991,19
68712,70992,19
68712,70993,19
68712,71009,19
68712,72041,19
68712,72042,19
68712,72055,19
68712,72056,19
68712,72078,19
68712,72099,19
68712,73093,19
68712,73132,19
68712,73133,19
68712,73148,19
68712,73149,19
68712,73150,19
68712,73175,19
68712,74229,19
68712,74230,19
68712,74257,19
68712,74258,19
68712,75347,19
68712,75348,19
69804,67690,3
69804,65605,3
69804,66667,3
69804,66680,3
69804,68729,3
69804,68730,3
69804,68751,3
69804,70927,3
69804,71988,3
69804,66677,3
69804,67703,3
69804,71936,3
69816,65536,0
69816,67690,3
69816,68729,3
69816,68730,3
69816,66677,3
69816,67703,3
69816,71936,3
72060,73157,16
72060,73158,16
72060,74234,16
72060,77408,16
72060,80288,16
72060,75328,16
72060,80285,16
72060,70963,16
72060,74233,16
72060,75329,16
72060,68691,16
72060,72084,16
72060,79320,16
72060,69907,22
72060,77429,16
72060,77396,16
72060,76398,16
72060,78409,16
72060,79321,16
72060,72105,16
72060,72106,16
72060,79310,16
72060,75276,16
72060,75292,16
72060,77426,16
72060,80289,16
72060,81241,16
72087,73157,16
72087,74214,16
72087,77408,16
72087,80288,16
72087,75328,16
72087,67690,16
72087,71018,22
72087,71042,22
72087,70890,22
72087,75307,16
72087,70914,22
72087,70930,22
72087,68729,16
72087,68730,16
72087,70902,22
72087,70915,22
72087,74213,16
72087,74233,16
72087,75329,16
72087,71965,22
72087,66677,16
72087,67703,16
72087,68691,16
72087,69947,22
72087,69948,22
72087,69968,22
72087,70997,22
72087,70998,22
72087,79320,16
72087,69907,22
72087,77429,16
72087,70941,22
72087,69929,22
72087,72003,22
72087,72014,22
72087,76399,16
72087,70942,22
72087,70943,22
72087,71989,22
72087,71990,22
72087,72002,22
72087,70964,22
72087,70965,22
72087,70981,22
72087,72029,22
72087,77428,16
72087,73045,22
72087,73052,22
72087,72026,16
72087,76384,16
72087,78376,16
72087,77396,16
72087,76398,16
72087,78409,16
72087,79321,16
72087,73072,16
72087,79310,16
72087,75276,16
72087,75292,16
72087,77426,16
72087,80289,16
73111,73157,16
73111,73158,16
73111,74214,16
73111,74234,16
73111,77408,16
73111,80288,16
73111,73095,16
73111,75328,16
73111,72043,16
73111,67690,16
73111,72107,16
73111,73134,16
73111,80285,16
73111,70979,16
73111,75307,16
73111,72085,16
73111,68729,16
73111,68730,16
73111,74213,16
73111,74233,16
73111,75329,16
73111,71965,22
73111,66677,16
73111,67703,16
73111,68691,16
73111,72084,16
73111,79320,16
73111,77429,16
73111,76399,16
73111,72026,16
73111,77396,16
73111,76398,16
73111,78409,16
73111,79321,16
73111,72105,16
73111,72106,16
73111,73064,22
73111,73072,16
73111,73112,16
73111,74228,16
73111,79310,16
73111,75276,16
73111,75292,16
73111,75304,16
73111,75323,16
73111,77426,16
73111,80289,16
73111,81241,16
73157,73158,16
73157,74234,16
73157,76370,16
73157,76382,16
73157,77408,16
73157,78386,16
73157,78387,16
73157,79300,16
73157,75328,16
73157,72043,16
73157,67690,16
73157,72086,16
73157,72107,16
73157,73134,16
73157,79323,16
73157,80285,16
73157,80287,16
73157,65551,16
73157,65570,16
73157,70979,16
73157,76383,16
73157,64454,16
73157,65622,16
73157,68729,16
73157,68730,16
73157,74233,16
73157,75329,16
73157,66677,16
73157,67703,16
73157,68757,16
73157,68818,16
73157,76419,16
73157,79320,16
73157,77429,16
73157,78385,16
73157,77428,16
73157,73073,22
73157,72030,22
73157,72061,16
73157,76384,16
73157,75305,16
73157,76397,16
73157,77396,16
73157,76398,16
73157,77370,16
73157,78409,16
73157,79321,16
73157,73064,22
73157,73112,16
73157,79310,16
73157,75276,16
73157,75292,16
73157,77426,16
73157,81241,16
73158,74214,16
73158,74234,16
73158,77408,16
73158,75328,16
73158,67690,16
73158,73134,16
73158,80285,16
73158,75307,16
73158,68729,16
73158,68730,16
73158,74213,16
73158,74233,16
73158,75329,16
73158,66677,16
73158,67703,16
73158,79320,16
73158,69907,22
73158,77429,16
73158,70941,22
73158,77428,16
73158,73052,22
73158,73073,22
73158,72030,22
73158,77396,16
73158,76398,16
73158,78409,16
73158,79321,16
73158,73064,22
73158,79310,16
73158,75276,16
73158,75292,16
73158,77426,16
73158,81241,16
74214,74215,16
74214,74234,16
74214,77408,16
74214,73095,16
74214,75328,16
74214,72086,16
74214,73134,16
74214,72059,16
74214,80285,16
74214,64405,0
74214,75307,16
74214,76383,16
74214,63280,0
74214,68710,0
74214,74233,16
74214,75329,16
74214,79320,16
74214,77429,16
74214,76399,16
74214,77428,16
74214,76384,16
74214,76397,16
74214,77396,16
74214,78409,16
74214,79321,16
74214,73112,16
74214,79310,16
74214,75276,16
74214,75292,16
74214,81241,16
74214,82181,16
74215,74234,16
74215,76382,16
74215,77408,16
74215,75328,16
74215,64405,0
74215,70890,22
74215,75307,16
74215,76383,16
74215,63280,0
74215,68710,0
74215,70914,22
74215,70930,22
74215,76396,16
74215,70902,22
74215,70915,22
74215,74213,16
74215,74233,16
74215,75329,16
74215,71965,22
74215,76399,16
74215,78385,16
74215,73052,22
74215,72015,22
74215,72030,22
74215,76384,16
74215,77396,16
74215,76398,16
74215,79321,16
74215,73046,22
74215,73053,22
74215,73064,22
74215,74129,22
74215,73074,22
74215,74154,22
74215,79310,16
74215,75276,16
74215,75292,16
74234,77408,16
74234,75328,16
74234,67690,16
74234,73134,16
74234,80285,16
74234,75307,16
74234,76383,16
74234,68729,16
74234,68730,16
74234,64452,16
74234,74213,16
74234,74233,16
74234,75329,16
74234,66677,16
74234,67703,16
74234,79320,16
74234,69907,22
74234,77429,16
74234,70941,22
74234,76399,16
74234,77428,16
74234,73052,22
74234,73073,22
74234,72030,22
74234,76384,16
74234,76397,16
74234,77396,16
74234,76398,16
74234,78409,16
74234,79321,16
74234,73064,22
74234,79310,16
74234,75276,16
74234,75292,16
74234,77426,16
74234,81241,16
76370,75328,16
76370,72107,16
76370,72085,16
76370,74233,16
76370,75329,16
76370,72083,7
76370,76384,16
76370,75305,16
76370,76397,16
76370,76398,16
76370,73154,7
76370,73155,7
76370,73180,7
76370,73181,7
76370,74262,7
76370,74263,7
76370,77426,16
76370,82181,16
76382,63293,16
76382,75328,16
76382,62096,4
76382,76417,7
76382,77407,7
76382,77445,7
76382,74233,16
76382,75329,16
76382,77394,7
76382,68702,7
76382,69798,7
76382,72083,7
76382,76384,16
76382,76397,16
76382,76398,16
76382,73154,7
76382,73155,7
76382,73180,7
76382,73181,7
76382,74262,7
76382,74263,7
76382,75325,7
76382,75352,7
76382,76436,7
76382,77426,16
76382,82181,16
77408,78386,16
77408,78387,16
77408,79300,16
77408,71977,16
77408,75328,16
77408,74130,16
77408,72107,16
77408,70963,16
77408,70979,16
77408,75307,16
77408,76333,16
77408,72085,16
77408,74233,16
77408,75329,16
77408,76399,16
77408,77428,16
77408,76384,16
77408,75305,16
77408,76397,16
77408,76398,16
77408,79276,16
77408,72106,16
77408,73154,7
77408,73155,7
77408,73180,7
77408,73181,7
77408,74262,7
77408,74263,7
77408,77426,16
77408,82181,16
78386,78387,16
78386,80278,16
78386,80252,16
78386,72107,16
78386,79323,16
78386,80285,16
78386,72085,16
78386,72084,16
78386,79320,16
78386,77429,16
78386,77428,16
78386,78376,16
78386,77396,16
78386,78365,16
78386,79277,16
78386,76386,16
78386,77370,16
78386,78398,16
78386,78409,16
78386,79276,16
78386,79312,16
78386,79321,16
78386,72105,16
78386,72106,16
78386,76334,22
78386,76372,16
78386,79310,16
78386,79287,20
78386,79309,16
78386,80279,20
78386,81241,16
78386,82168,16
78386,82182,20
78387,72107,16
78387,79323,16
78387,80285,16
78387,72085,16
78387,79320,16
78387,77428,16
78387,77396,16
78387,78398,16
78387,78409,16
78387,79321,16
78387,72106,16
78387,79310,16
78387,80280,16
78387,79309,16
79300,80237,16
79300,72107,16
79300,79323,16
79300,80285,16
79300,72085,16
79300,80236,20
79300,79320,16
79300,77428,16
79300,77396,16
79300,78409,16
79300,79321,16
79300,72106,16
79300,79310,16
79300,79287,20
79300,79309,16
80217,69810,18
80217,69809,18
80217,80234,20
80217,84047,18
80217,80289,20
80217,81232,20
80217,84037,18
80237,80278,16
80237,80288,16
80237,79323,16
80237,80285,16
80237,80287,16
80237,79320,16
80237,78409,16
80237,79276,16
80237,79312,16
80237,79321,16
80237,79310,16
80237,79299,20
80237,79309,16
80237,80279,20
80237,81241,16
80256,80288,16
80256,80285,16
80256,79320,16
80256,78409,16
80256,79321,16
80256,79310,16
80256,80280,16
80256,79309,16
80256,80289,16
80256,81241,16
80278,80285,16
80278,80236,20
80278,79320,16
80278,78375,16
80278,78409,16
80278,79276,16
80278,79321,16
80278,79310,16
80278,79309,16
80288,72086,16
80288,72107,16
80288,73134,16
80288,80285,16
80288,80287,16
80288,78374,16
80288,76333,16
80288,82183,20
80288,80277,16
80288,69830,16
80288,79320,16
80288,78385,16
80288,77396,16
80288,78409,16
80288,79321,16
80288,79310,16
80288,80280,16
80288,81220,16
80288,81221,20
80288,79309,16
80288,80289,16
80288,81232,20
63293,62096,0
63293,62110,0
63293,63309,0
63293,63324,0
63293,62111,0
63293,64389,0
63293,64405,0
63293,65551,0
63293,65570,0
63293,71976,0
63293,73033,0
63293,64433,0
63293,65585,0
63293,66641,0
63293,64404,0
63293,65567,0
63293,65568,0
63293,65586,0
63293,63280,0
63293,66692,3
63293,67706,3
63293,67724,3
63293,68659,0
63293,81207,0
63293,63295,0
65536,74122,11
65536,65604,0
65536,68696,0
65536,67690,0
65536,72086,16
65536,72107,16
65536,73134,16
65536,62111,0
65536,64388,0
65536,64389,0
65536,64421,0
65536,64405,0
65536,64436,0
65536,65551,0
65536,65570,0
65536,64433,0
65536,65585,0
65536,66641,0
65536,64404,0
65536,64434,0
65536,65567,0
65536,65568,0
65536,65586,0
65536,63280,0
65536,68710,0
65536,64435,0
65536,71041,11
65536,72085,16
65536,64454,0
65536,65605,0
65536,65622,0
65536,65623,11
65536,66654,0
65536,68729,0
65536,69793,11
65536,66642,0
65536,66619,11
65536,67646,11
65536,67647,0
65536,70901,11
65536,207154,6
65536,207155,6
65536,208129,6
65536,209072,6
65536,209073,6
65536,209085,6
71977,75328,16
71977,63324,0
71977,84038,18
71977,74233,16
71977,75329,16
71977,71965,22
71977,68799,22
71977,70941,22
71977,69831,18
71977,70999,22
71977,72003,22
71977,70942,22
71977,70943,22
71977,71990,22
71977,70954,22
71977,70965,22
71977,73052,22
71977,72015,22
71977,77396,16
71977,76386,16
71977,73053,22
71977,73064,22
71977,75233,22
71977,76334,22
71977,74141,22
71977,83132,18
71977,83104,18
71977,83122,18
71977,83123,18
71977,83124,18
73095,75328,16
73095,71018,22
73095,71042,22
73095,70890,22
73095,75307,16
73095,74140,22
73095,70902,22
73095,70915,22
73095,74213,16
73095,74233,16
73095,75329,16
73095,79320,16
73095,72003,22
73095,72014,22
73095,70942,22
73095,71989,22
73095,72002,22
73095,73045,22
73095,73052,22
73095,73073,22
73095,74153,22
73095,74163,22
73095,71978,22
73095,72015,22
73095,72030,22
73095,75305,16
73095,78409,16
73095,79321,16
73095,73046,22
73095,73053,22
73095,73064,22
73095,74129,22
73095,73074,22
73095,74154,22
73095,79310,16
73095,75276,16
73095,75292,16
74122,63309,11
74122,63324,11
74122,64453,3
74122,65605,3
74122,65624,3
74122,64438,3
74122,64452,3
74122,68737,11
74122,69963,21
74122,70996,21
74122,71012,21
74122,72000,11
74122,73051,11
74122,73072,3
74122,74139,11
74122,74194,3
74122,74210,3
74122,74228,3
74122,75260,3
74122,75293,3
74122,75304,3
74122,75322,3
74122,75323,3
74122,76411,3
74122,77439,3
74196,75328,16
74196,80285,16
74196,70890,22
74196,75307,16
74196,70914,22
74196,70930,22
74196,74140,22
74196,74233,16
74196,75329,16
74196,79320,16
74196,73052,22
74196,76384,16
74196,75305,16
74196,77396,16
74196,78409,16
74196,79321,16
74196,73046,22
74196,74177,22
74196,79310,16
74196,75276,16
74196,75292,16
74196,81241,16
75328,72043,16
75328,76369,16
75328,76381,16
75328,70980,16
75328,72028,16
75328,72086,16
75328,72107,16
75328,73134,16
75328,66630,3
75328,67654,3
75328,72059,16
75328,80285,16
75328,70963,16
75328,70979,16
75328,75307,16
75328,76383,16
75328,76333,16
75328,72085,16
75328,76396,16
75328,74213,16
75328,74233,16
75328,75329,16
75328,66631,3
75328,67655,3
75328,68698,3
75328,68690,19
75328,68700,19
75328,68796,16
75328,68775,16
75328,80277,16
75328,72084,16
75328,76419,16
75328,79320,16
75328,69906,16
75328,77429,16
75328,76399,16
75328,77428,16
75328,76384,16
75328,75305,16
75328,76397,16
75328,77396,16
75328,76386,16
75328,76398,16
75328,77410,16
75328,79276,16
75328,79321,16
75328,72105,16
75328,72106,16
75328,78411,16
75328,79310,16
75328,75276,16
75328,75292,16
75328,81241,16
72043,70914,22
72043,70930,22
72043,74233,16
72043,75329,16
72043,71965,22
72043,72003,22
72043,72014,22
72043,70942,22
72043,71989,22
72043,72002,22
72043,70954,22
72043,70965,22
72043,73052,22
72043,72015,22
72043,72030,22
76369,76396,7
76369,76417,7
76369,77445,7
76369,65622,3
76369,65623,3
76369,66667,3
76369,66668,3
76369,68690,7
76369,68700,7
76369,68691,7
76369,69810,7
76369,68779,7
76369,69966,7
76369,71058,7
76369,68717,7
76369,76418,7
76369,68718,7
76369,68759,7
76369,68778,7
76369,72103,7
76369,72122,7
76369,73179,7
76369,73180,7
76369,74261,7
76369,74262,7
76369,74263,7
76369,74264,7
76369,75325,7
76369,75326,7
76369,75351,7
76369,75352,7
76369,75354,7
76369,76414,7
76369,76436,7
76369,77441,7
76369,78407,7
76369,78418,7
76369,78419,7
76381,76396,7
76381,76417,7
76381,77407,7
76381,77445,7
76381,65622,3
76381,65623,3
76381,66667,3
76381,66668,3
76381,69966,7
76381,68717,7
76381,76418,7
76381,68718,7
76381,73179,7
76381,73180,7
76381,74262,7
76381,74263,7
76381,74264,7
76381,75325,7
76381,75326,7
76381,75352,7
76381,75354,7
76381,76414,7
76381,76436,7
76381,77441,7
76381,78407,7
76381,78418,7
76381,78419,7
65604,68696,0
65604,62096,0
65604,72086,16
65604,72107,16
65604,73134,16
65604,64421,0
65604,68750,0
65604,64436,0
65604,65551,0
65604,65570,0
65604,64433,0
65604,65585,0
65604,66641,0
65604,64434,0
65604,65567,0
65604,64435,0
65604,64454,0
65604,65605,0
65604,65621,11
65604,65622,0
65604,65623,11
65604,65640,11
65604,66654,0
65604,66667,11
65604,66668,11
65604,66680,11
65604,68729,0
65604,66642,0
65604,64451,0
65604,64452,0
65604,74233,16
65604,75329,16
65604,65619,11
65604,65620,0
65604,65638,0
65604,66665,11
68669,68659,0
68669,197002,5
68696,64433,0
68696,68730,3
68696,68751,3
68696,65619,3
68696,67677,3
68696,66665,3
68696,74082,3
70980,72028,22
70980,71018,22
70980,71042,22
70980,70914,22
70980,70930,22
70980,71041,22
70980,70902,22
70980,70915,22
70980,74233,16
70980,75329,16
70980,71965,22
70980,69947,22
70980,69948,22
70980,69968,22
70980,70997,22
70980,70998,22
70980,71040,22
70980,69906,22
70980,69907,22
70980,70941,22
70980,69888,22
70980,70999,22
70980,71019,22
70980,72003,22
70980,72014,22
70980,70954,22
70980,70964,22
70980,70965,22
70980,70981,22
70980,72029,22
70980,77428,16
70980,73052,22
70980,72015,22
70980,83110,22
72028,71042,22
72028,72059,22
72028,70914,22
72028,70930,22
72028,70915,22
72028,74233,16
72028,75329,16
72028,69887,22
72028,71965,22
72028,69906,22
72028,70999,22
72028,71019,22
72028,72003,22
72028,72014,22
72028,70942,22
72028,71989,22
72028,72002,22
72028,70954,22
72028,70965,22
72028,73052,22
72028,72015,22
72028,72030,22
72028,83110,22
74130,63280,0
74130,73073,22
74130,74153,22
74130,74163,22
74130,77396,16
74130,73046,22
74130,75233,22
74130,75247,22
74130,76334,22
76314,77429,16
76314,77370,16
76314,76334,22
80216,80252,20
80216,81206,20
80216,81218,20
80216,80234,20
80216,84047,20
80252,72086,16
80252,72107,16
80252,73134,16
80252,79323,16
80252,80285,16
80252,80287,16
80252,68797,7
80252,78375,16
80252,78409,16
80252,79321,16
80252,79310,16
80252,80234,20
80252,81241,16
80252,83132,18
80252,83104,18
80252,83122,18
80252,83123,18
80252,83124,18
80252,85820,20
80252,85821,20
80252,85808,20
81206,78374,20
81206,81207,20
81206,71965,22
81206,80277,20
81206,80234,20
81206,81189,20
81206,82158,20
81206,81245,20
81206,83108,20
81206,83107,20
81210,80287,20
81210,83057,18
81210,82170,20
81210,82171,20
81210,82185,20
81210,78374,20
81210,81207,20
81210,83065,18
81210,80277,20
81210,80289,20
81210,81232,20
81210,82186,20
81210,81233,20
81210,82158,20
81210,82112,18
81210,83137,20
81218,78374,20
81218,81207,20
81218,71965,22
81218,80277,20
81218,80234,20
81218,81189,20
81218,82158,20
81218,81245,20
81218,83108,20
81218,83107,20
81223,80287,20
81223,83057,18
81223,82170,20
81223,82171,20
81223,82185,20
81223,83065,18
81223,80289,20
81223,81232,20
81223,82186,20
81223,82112,18
81223,83137,20
67690,66630,3
67690,67654,3
67690,67666,3
67690,68731,3
67690,68750,3
67690,69857,3
67690,66692,3
67690,67706,3
67690,67724,3
67690,65623,3
67690,65624,3
67690,65639,3
67690,66667,3
67690,66668,3
67690,66669,3
67690,66680,3
67690,68729,3
67690,68730,3
67690,68751,3
67690,66619,3
67690,66620,3
67690,67646,3
67690,67647,3
67690,66656,3
67690,67679,3
67690,66681,3
67690,67707,3
67690,66631,3
67690,67655,3
67690,68698,3
67690,68713,3
67690,67677,3
67690,67678,3
67690,67693,3
67690,68687,3
67690,68688,3
67690,68752,3
67690,68753,3
67690,67692,3
67690,66677,3
67690,68699,3
67690,67703,3
62096,62111,0
62096,64388,0
62096,64389,0
62096,64421,0
62096,64405,0
62096,64436,0
62096,65551,0
62096,65570,0
62096,69844,4
62096,70890,4
62096,70963,4
62096,70979,4
62096,71976,0
62096,73033,0
62096,75307,4
62096,76383,4
62096,82170,4
62096,82171,4
62096,82185,4
62096,63280,0
62096,63295,0
62096,84030,0
62110,64388,0
62110,64421,0
62110,64405,0
62110,65551,0
62110,65570,0
62110,63280,0
62110,63295,0
62110,84030,0
63309,62111,0
63309,64388,0
63309,64421,0
63309,64405,0
63309,64436,0
63309,65551,0
63309,65570,0
63309,70890,18
63309,64433,0
63309,65585,0
63309,66641,0
63309,64404,0
63309,65567,0
63309,65568,0
63309,65586,0
63309,63280,0
63309,63295,0
63309,64435,0
63309,73006,11
63309,74093,11
63309,76333,0
63309,83065,18
63324,62111,0
63324,64388,0
63324,64421,0
63324,64405,0
63324,64436,0
63324,65551,0
63324,65570,0
63324,70890,18
63324,64433,0
63324,65585,0
63324,66641,0
63324,64404,0
63324,65567,0
63324,65568,0
63324,65586,0
63324,63280,0
63324,63295,0
63324,64435,0
63324,73006,11
63324,74093,11
63324,76333,0
63324,83065,18
63324,74140,0
72086,71018,22
72086,71042,22
72086,79323,16
72086,70890,22
72086,75307,16
72086,70914,22
72086,70930,22
72086,70902,22
72086,70915,22
72086,74213,16
72086,74233,16
72086,75329,16
72086,71965,22
72086,69947,22
72086,69948,22
72086,69968,22
72086,70997,22
72086,70998,22
72086,79320,16
72086,69907,22
72086,77429,16
72086,70941,22
72086,69929,22
72086,70999,22
72086,72003,22
72086,72014,22
72086,76399,16
72086,70942,22
72086,70943,22
72086,71989,22
72086,71990,22
72086,72002,22
72086,70962,3
72086,70964,22
72086,70965,22
72086,70976,3
72086,70981,22
72086,72029,22
72086,77428,16
72086,73045,22
72086,73052,22
72086,72015,22
72086,76384,16
72086,78376,16
72086,78409,16
72086,79321,16
72086,79310,16
72086,75322,3
72086,76411,3
72086,80289,16
72107,71018,22
72107,79323,16
72107,80285,16
72107,80287,16
72107,69844,7
72107,70914,22
72107,70930,22
72107,76333,16
72107,70902,22
72107,70915,22
72107,74233,16
72107,75329,16
72107,66619,3
72107,67646,3
72107,71965,22
72107,66631,3
72107,67655,3
72107,68714,22
72107,68801,7
72107,69809,7
72107,69872,7
72107,69819,7
72107,79320,16
