id,extid,group,bridgeness,influence,degree,x,y,z
316,78386,16,5.40126,47,52,-29.0147,10.6364,77.7663
317,78387,16,0.02910,29,29,-29.3696,11.1162,78.118
318,79300,16,2.07688,28,30,-29.4365,11.5817,77.9128
319,80217,18,9.14972,25,32,-28.4093,9.8866,79.6526
320,80237,16,3.12938,29,32,-30.7647,12.3199,79.3163
321,80256,16,0.01706,17,17,-31.0903,12.8615,78.9708
322,80278,16,1.08312,18,19,-28.4684,11.5288,76.7851
323,80288,16,8.96994,43,52,-28.531,11.8483,76.6064
324,63293,0,7.62051,77,83,-17.42,-3.3124,84.9224
325,65536,0,31.65540,72,103,-15.599,-1.8517,85.9119
326,71977,22,33.21265,28,74,-28.3173,5.2244,81.8084
327,73095,22,21.29411,34,65,-27.4768,6.2139,76.964
328,74122,3,15.34551,31,45,-15.543,5.7203,81.2874
329,74196,16,14.42477,40,52,-27.6285,6.6085,76.5859
330,75328,16,20.41693,102,121,-25.8645,5.028,75.3467
331,72043,22,15.30529,18,47,-26.4302,4.8721,76.3984
332,76369,7,13.56962,42,54,-23.3343,4.4756,76.3384
333,76381,7,10.48624,27,37,-22.4585,4.9743,75.5693
334,65604,0,18.75416,71,87,-15.1749,-1.6561,82.1445
335,68669,0,0.92162,4,5,-16.307,0.82856,86.8987
336,68696,0,9.76627,18,32,-15.0629,0.39715,84.2844
337,70980,22,14.44947,59,75,-26.1735,4.5427,76.9552
338,72028,22,9.77718,45,56,-26.4849,4.8432,76.8855
339,74130,16,15.85375,20,37,-29.6224,7.9561,81.1462
340,76314,16,2.88398,8,10,-29.9246,9.1003,80.3067
341,80216,20,0.00903,9,9,-28.2793,8.9795,79.5715
342,80252,16,21.56994,31,52,-27.9031,9.3813,77.7922
343,81206,20,2.06937,19,21,-28.2949,10.2929,77.4443
344,81210,20,5.05048,24,27,-32.4296,13.9204,78.9505
345,81218,20,2.06937,19,21,-27.9499,10.0445,77.1164
346,81223,20,3.49241,15,18,-32.0828,13.8511,78.2951
347,67690,3,29.24177,73,103,-15.4302,0.66092,82.2574
348,62096,0,11.82558,82,92,-15.7568,-3.9068,83.8371
349,62110,0,0.02810,28,28,-15.7301,-3.5273,83.4414
350,63309,0,5.93539,65,70,-15.557,-3.3566,83.409
351,63324,0,6.31362,74,79,-15.655,-3.0238,83.0693
352,72086,16,42.59546,68,122,-25.8221,4.473,75.0934
353,72107,16,62.17210,124,182,-25.5777,4.2858,74.7089
354,73134,16,23.70865,57,80,-25.9113,4.7722,75.3206
355,62066,4,0.04315,43,43,-15.4863,-4.5883,85.3894
356,63262,4,3.70314,13,17,-15.3383,-3.513,85.3738
357,63276,4,3.70314,13,17,-15.2689,-3.2282,84.9659
358,66630,3,0.92778,99,99,-17.4226,-0.032436,85.4785
359,67654,3,0.95875,99,99,-17.5167,0.84094,85.4177
360,67666,3,0.06021,60,60,-17.2795,1.1471,84.5518
361,68731,3,18.26177,49,67,-17.6006,2.1595,84.124
362,68732,19,17.55656,24,52,-18.3447,3.1289,83.6139
363,62111,0,2.38810,41,43,-15.9335,-3.6171,83.4873
364,64388,0,13.73551,65,78,-15.0251,-2.801,84.3806
365,64389,0,3.42950,20,23,-15.1006,-3.2308,84.1788
366,64421,0,0.16400,54,54,-16.8702,-1.9294,84.3385
367,68750,3,11.81033,63,73,-15.2465,0.94693,82.544
368,69857,3,5.37164,28,32,-15.5174,1.4501,82.3797
369,71018,22,16.03535,46,60,-25.688,3.9779,75.2568
370,71042,22,15.21238,39,53,-25.6543,4.1194,74.8918
371,72059,22,29.57678,64,100,-25.8607,4.5381,75.362
372,79323,16,4.95935,51,55,-28.0352,10.516,76.491
373,80285,16,64.16983,129,184,-28.0346,10.2757,76.2278
374,80287,16,16.06301,37,54,-28.2957,11.2829,76.4237
375,83044,0,0.00502,5,5,-29.6404,12.5243,80.7133
376,83057,18,9.44094,43,53,-29.4035,12.8026,79.8777
377,64405,0,7.40858,56,62,-14.8749,-2.7868,83.6194
378,64436,0,7.28048,33,39,-16.108,-2.2578,82.8993
379,65551,0,39.65583,95,129,-18.259,-0.81227,86.8002
380,65570,0,16.98291,63,77,-17.9029,-1.344,86.2426
381,69844,7,8.26023,34,41,-25.9174,3.103,81.7319
382,70890,22,25.57763,33,60,-27.2962,4.2232,84.3671
383,70963,16,41.45945,40,90,-25.8447,3.9011,77.2494
384,70979,22,48.19296,31,105,-25.7181,3.8798,76.4163
385,71976,3,13.15444,15,30,-16.0138,3.8799,81.6057
386,73033,0,5.55123,12,19,-15.8483,4.8137,81.8491
387,75307,16,6.03808,51,57,-26.8682,5.7789,75.6644
388,76383,7,24.64088,39,72,-25.4776,4.7795,75.4863
389,82170,20,4.22220,18,22,-30.5805,13.66,76.4802
390,82171,20,4.27184,22,26,-31.0585,13.8233,76.6798
391,82185,20,4.08767,21,25,-31.1845,14.106,76.4464
392,64433,0,0.04917,49,49,-15.0449,-2.5112,82.6597
393,65585,0,7.10455,33,40,-14.5406,-1.5966,83.255
394,66641,0,18.21176,46,63,-14.5522,-1.0767,83.4348
395,64404,0,0.10607,23,23,-14.7761,-2.496,83.7898
396,64434,0,23.42029,57,79,-15.3152,-2.2018,82.4833
397,65567,0,18.29833,56,75,-14.6984,-1.9459,83.777
398,65568,0,0.08740,25,25,-14.703,-2.3235,83.524
399,65586,0,0.06215,30,30,-14.6073,-1.9382,83.0232
400,63280,0,20.30965,84,100,-19.0055,-2.8787,87.1629
401,66692,3,0.04616,46,46,-16.3267,2.0393,81.7679
402,67706,3,1.49235,80,81,-16.4587,2.0028,81.9687
403,67724,3,1.48368,76,77,-16.6239,2.5466,81.7329
404,68659,0,0.85424,8,8,-17.0628,1.1827,88.4196
405,78374,16,9.29334,22,32,-27.6992,6.5382,77.3841
406,81207,20,6.44456,4,13,-28.483,10.7532,77.8494
407,63295,0,3.59529,63,66,-18.1121,-2.7599,85.9838
408,68710,0,12.49223,13,29,-14.9119,0.44477,83.5435
409,70914,22,4.84196,48,52,-27.2263,4.0284,81.6514
410,70930,22,7.00002,48,54,-27.6715,4.503,81.2054
411,82141,20,7.82458,10,20,-33.2287,14.3386,79.0685
412,64435,0,15.98098,30,53,-15.7755,-2.329,82.6493
413,73006,11,8.34268,14,28,-16.3599,4.868,84.7509
414,74093,11,0.01606,16,16,-15.9827,5.9126,84.1607
415,76333,16,7.68056,24,32,-29.328,8.3311,78.7637
416,83065,18,0.06222,62,62,-29.2331,13.165,78.9396
417,83066,18,2.80282,13,16,-29.6648,13.4368,79.5913
418,84038,18,9.78879,36,45,-29.8409,13.9553,78.9321
419,74140,22,2.29084,11,13,-29.2275,7.1144,80.0939
420,82154,18,2.22913,13,15,-28.8283,11.9565,77.0344
421,82155,18,2.97144,16,19,-28.7704,12.6184,77.2756
422,71041,7,26.76057,18,56,-25.2984,3.8016,74.6564
423,72085,16,72.83320,99,173,-25.4432,4.0863,74.5979
424,76396,7,12.65341,46,58,-24.0521,4.9626,74.8835
425,76417,7,12.46398,43,55,-22.5201,5.4397,74.2104
426,77407,7,9.65920,36,45,-21.7007,5.3982,75.0279
427,77445,7,11.43080,21,35,-22.0082,5.6105,74.2265
428,64453,3,19.67926,59,73,-15.9564,-1.5696,82.3879
429,64454,3,24.19835,55,80,-16.1769,-1.4456,82.6743
430,65605,3,23.76696,52,81,-16.4287,-1.1953,83.3518
431,65621,3,2.22487,59,61,-15.836,-0.86519,82.143
432,65622,3,22.05345,62,83,-16.123,-0.47998,82.3278
433,65623,3,2.28083,71,73,-16.3,-0.74876,82.9056
434,65624,3,2.96092,77,79,-16.4196,-0.65314,83.2901
435,65639,3,1.09558,50,51,-15.8868,-0.081714,82.0277
436,65640,3,2.22487,59,61,-16.0501,-0.23064,82.1314
437,66654,0,13.66295,26,45,-14.6508,-0.93641,82.5299
438,66667,3,1.18913,62,63,-16.2148,0.19207,82.2597
439,66668,3,2.28073,72,74,-16.3157,0.36714,82.475
440,66669,3,0.06924,69,69,-16.485,0.27638,83.1976
441,66680,3,1.15661,68,69,-16.1913,0.77679,82.0748
442,68729,3,15.55168,45,58,-14.9576,0.55335,82.8687
443,68730,3,9.18673,49,58,-15.0183,0.43276,82.5302
444,68751,3,1.18547,43,44,-15.4471,1.0502,82.344
445,69793,3,1.27996,17,18,-15.7001,1.3284,85.4153
446,70902,22,17.49748,46,64,-27.214,3.79,82.9544
447,70915,22,18.74373,67,85,-27.8118,4.5297,82.3756
448,66642,0,12.95635,23,42,-14.514,-1.3052,82.966
449,82183,20,3.02776,12,15,-29.7862,13.4315,76.1966
450,64438,3,18.20139,30,59,-16.5479,-1.6898,83.6699
451,64451,0,16.91700,47,58,-15.3885,-1.643,82.1602
452,64452,0,34.30383,46,82,-15.6264,-1.6346,82.2431
453,70927,3,2.60321,23,25,-15.9448,3.1336,81.4753
454,71988,3,0.11377,23,23,-15.9208,4.0378,80.811
455,74213,16,0.16934,40,40,-26.5872,5.445,75.6289
456,74233,16,13.91710,93,108,-26.2096,5.1829,75.4466
457,75329,16,14.77813,93,108,-26.4093,5.2792,75.5009
458,66619,3,1.18904,67,68,-18.1455,0.0024614,86.6765
459,66620,3,6.44573,32,38,-18.5044,-0.014835,87.2424
460,67646,3,1.18904,67,68,-18.1741,0.85359,86.5056
461,67647,3,8.90989,39,47,-18.5264,0.89591,87.0379
462,70901,11,0.02007,20,20,-15.847,2.8488,83.0578
463,207154,6,34.25715,52,91,29.7398,5.2513,79.9709
464,207155,8,15.09082,83,97,29.2098,4.2056,79.3082
465,208129,6,34.25700,52,91,30.3726,7.0185,80.1691
466,209072,6,42.51877,28,85,31.4902,9.9603,79.0103
467,209073,6,50.19737,44,113,31.0415,8.7001,79.7029
468,209085,15,36.89596,31,70,31.6068,10.4862,78.5655
469,66656,3,0.06422,64,64,-16.9338,0.7298,84.1734
470,67679,3,0.07727,77,77,-17.1698,1.5464,83.765
471,69886,7,31.58708,47,80,-24.8608,2.8573,79.0564
472,69887,7,31.86801,37,72,-25.4775,3.2838,78.8133
473,69905,7,27.38595,28,59,-24.8495,3.0627,78.1283
474,71965,22,19.89744,58,79,-28.366,5.2684,83.1153
475,66681,3,1.38184,70,71,-16.4241,1.3562,82.2246
476,67707,3,1.38822,70,71,-16.6545,2.271,82.0745
477,66631,3,0.11039,110,110,-17.7514,-0.044174,86.1225
478,67655,3,0.11039,110,110,-17.782,0.85343,85.9941
479,68698,3,19.05262,82,98,-18.0519,1.6338,85.7443
480,68713,3,30.57132,50,92,-19.0833,3.4001,84.2452
481,71943,3,5.10881,12,17,-16.1979,3.8922,84.3102
482,65619,3,4.67237,33,37,-14.9915,-0.90104,81.9905
483,67677,3,2.23987,20,22,-14.9295,0.050852,82.3459
484,69842,3,3.51193,13,15,-15.6388,1.8872,82.2972
485,70912,3,6.06628,14,20,-15.6093,1.9889,82.5193
486,70913,3,5.82236,15,20,-15.8443,2.69,82.2706
487,65620,3,16.19241,46,62,-15.383,-0.88504,82.0595
488,67678,3,0.07025,70,70,-16.7812,1.0141,83.5809
489,74112,11,0.01706,17,17,-15.4585,6.3918,82.838
490,75192,11,0.03211,32,32,-15.1707,7.0497,82.2243
491,65638,3,15.66503,46,62,-15.7584,0.11884,82.036
492,66586,11,1.74181,8,9,-16.8711,-0.95407,89.3603
493,67693,3,4.86897,47,51,-17.0702,1.7104,83.2798
494,68687,19,22.19261,42,75,-18.3043,1.4689,86.3171
495,68688,19,18.48848,40,67,-18.7112,1.8809,86.7189
496,68752,3,20.80427,44,70,-17.1603,2.3304,82.6269
497,68753,3,15.74528,31,52,-17.5077,2.5718,82.9577
498,80236,20,0.09767,12,12,-30.227,12.0302,78.605
499,67691,3,0.07025,70,70,-16.5643,1.3544,82.5437
500,67692,3,0.04415,44,44,-16.8602,1.7685,82.8574
501,67708,3,0.04616,46,46,-16.7529,2.0459,82.4237
502,66665,3,4.67235,33,37,-14.9617,-0.47665,82.1378
503,66666,11,0.00201,2,2,-15.1878,-0.38897,82.0777
504,68771,3,13.18518,30,45,-16.9164,2.6506,81.8177
505,68793,3,13.72113,37,52,-16.9657,2.9602,81.284
506,66677,3,16.39217,63,77,-15.4115,0.28058,82.1931
507,68699,19,17.69313,51,75,-18.8113,2.8693,85.4417
508,66678,3,0.02609,26,26,-15.7002,0.44701,82.0962
509,66679,3,0.03011,30,30,-16.0017,0.95142,81.8706
510,66691,3,0.01606,16,16,-16.2249,1.6654,81.7718
511,68772,19,18.76912,26,61,-17.1576,2.6944,82.0971
512,68773,19,20.42976,54,82,-18.2768,3.4265,81.6709
513,68794,19,19.08268,48,73,-17.8737,3.4429,80.852
514,67703,3,15.67250,73,86,-15.7944,1.2321,82.0378
515,67704,3,0.05118,51,51,-15.9885,1.8272,81.5636
516,67721,3,0.05118,51,51,-16.1612,2.608,81.2931
517,67722,3,0.01305,13,13,-16.3353,2.5749,81.422
518,67723,3,0.01706,17,17,-16.5558,2.7532,81.4047
519,68670,0,0.00201,2,2,-16.6786,1.374,87.4359
520,74082,18,12.24809,11,26,-16.4016,5.7333,85.2522
521,68681,19,1.14879,53,54,-19.6963,2.6761,87.2936
522,68689,19,0.05218,52,52,-19.6831,3.2796,86.0662
523,68690,19,10.10949,52,60,-20.6009,3.6911,85.2652
524,68700,19,9.92354,52,60,-19.8676,3.5602,84.8265
525,68714,19,16.33957,25,41,-20.3486,3.5293,83.6266
526,68733,19,22.09397,41,64,-19.6227,3.4693,83.0212
527,68754,19,1.58047,41,42,-18.8609,3.4989,82.3936
528,68755,19,14.58741,28,43,-20.2317,3.4498,81.8363
529,68774,19,2.40369,50,52,-19.5605,3.5923,81.1795
530,68795,19,3.39751,43,46,-18.984,3.7364,80.4543
531,68796,21,6.46293,40,46,-20.1154,3.4138,80.0073
532,69794,19,3.29340,8,11,-20.4257,3.4954,86.5681
533,69805,19,8.00057,24,37,-20.4239,3.6203,85.9338
534,68734,7,16.40544,22,45,-20.8932,3.4054,82.4702
535,68756,21,12.38788,8,30,-21.4007,2.9546,81.4193
536,68775,7,30.99210,23,56,-20.7771,3.073,80.733
537,69925,21,10.44653,15,34,-21.8762,3.0472,77.3712
538,69944,7,23.10350,45,75,-22.2667,3.2613,76.6276
539,77394,7,5.94886,26,32,-21.3742,5.1928,75.6416
540,68691,7,10.19666,29,37,-21.5895,3.6929,84.8083
541,68692,7,0.01425,9,9,-22.5087,3.6073,84.451
542,68701,21,6.77271,14,20,-21.0276,3.6202,84.2169
543,68715,7,6.41597,18,22,-21.527,3.4738,83.1203
544,68735,7,10.28649,23,32,-22.005,2.9819,82.1075
545,68757,7,5.27740,11,16,-22.4245,2.5647,81.1841
546,68776,7,9.21659,16,26,-21.8159,2.5973,80.4496
547,68797,7,10.91757,29,40,-21.2032,2.7193,79.6807
548,68818,21,16.81459,15,42,-21.7377,2.6611,78.7501
549,68820,7,1.21531,16,17,-23.4994,2.7287,78.6151
550,68821,7,1.15415,28,29,-23.9566,2.7786,78.3788
551,68835,21,0.02609,26,26,-20.8355,3.0039,77.9743
552,68839,7,1.18566,32,33,-23.6496,2.8185,78.1479
553,69795,7,0.00803,8,8,-21.3599,3.8024,86.5692
554,69796,7,0.05663,7,7,-22.5081,3.9601,86.3742
555,69806,7,0.00803,8,8,-21.0725,3.7913,85.7683
556,69807,7,0.01738,12,12,-22.0899,3.8124,85.4432
557,69810,7,25.33949,69,93,-25.8749,3.6752,85.0952
558,69811,22,16.78441,22,41,-26.687,4.0581,85.3004
559,69945,7,20.73275,68,89,-23.2447,3.1947,76.4818
560,69964,7,18.55834,54,72,-21.6543,3.536,76.1341
561,80277,16,17.65395,27,47,-27.8457,9.7085,76.466
562,68798,21,4.42949,24,29,-22.2576,2.4996,79.5102
563,68702,7,4.05289,30,33,-22.101,3.5653,83.7904
564,68779,7,0.05620,56,56,-24.5384,2.691,79.9481
565,68800,7,0.01907,19,19,-24.1923,2.7335,79.1294
566,68801,7,5.89905,43,48,-24.6776,2.7443,79.4884
567,68819,7,8.41204,34,40,-22.711,2.655,78.6952
568,68836,21,0.01806,18,18,-21.3922,2.8471,78.0194
569,68838,7,0.03111,31,31,-23.1517,2.86,78.0632
570,69797,7,5.28653,16,21,-23.8075,3.9438,86.2613
571,69798,7,23.31943,81,103,-25.0331,3.8898,86.3211
572,69808,7,0.01505,15,15,-23.4671,3.6014,84.7414
573,69926,7,15.24427,41,57,-22.7982,3.0234,77.3493
574,69927,7,0.04616,46,46,-23.917,2.947,77.5891
575,69965,7,3.70558,61,64,-22.5722,3.4432,75.6742
576,71016,7,12.63665,79,90,-24.2179,3.4444,74.8946
577,68703,7,0.04717,47,47,-23.1806,3.3747,83.5535
578,69809,7,6.39023,52,58,-24.832,3.5245,84.9142
579,69872,7,10.73454,36,47,-24.9858,2.804,79.8892
580,69947,7,22.10263,75,95,-24.9334,3.3939,76.1053
581,69948,7,17.61977,35,59,-25.3604,3.5819,76.0805
582,69966,7,6.58288,96,100,-23.6583,3.3725,75.3961
583,69968,7,16.20268,42,60,-24.9724,3.3922,75.556
584,69990,7,0.06222,62,62,-23.5054,3.4938,74.843
585,70997,7,18.80474,32,61,-25.1952,3.4687,75.6652
586,70998,7,18.78043,32,61,-25.5394,3.6982,75.6968
587,71015,7,0.06623,66,66,-23.7534,3.4681,74.8361
588,71040,7,19.16783,79,92,-24.549,3.7012,74.4975
589,71056,7,7.74354,15,24,-22.1834,4.1591,74.1935
590,71057,7,5.36960,35,40,-22.701,4.1158,73.9704
591,71058,7,5.71965,41,46,-23.3048,4.1247,73.8462
592,72082,7,7.74354,15,24,-21.83,4.3126,74.2393
593,72083,7,8.16880,64,71,-24.0685,3.9605,74.0166
594,72084,7,32.71715,63,99,-24.8731,3.953,74.2917
595,72102,7,7.53574,14,23,-21.8311,4.483,73.8347
596,68704,7,0.04717,47,47,-23.9523,3.0863,83.1124
597,68837,21,0.01907,19,19,-22.2769,2.7985,78.0199
598,68716,21,0.00903,8,9,-22.5972,3.1834,82.7975
599,69830,7,10.78436,20,33,-25.5254,3.0374,82.6421
600,68717,7,0.02810,28,28,-23.542,2.886,82.5851
601,69819,7,6.25756,41,46,-25.7124,3.2745,83.8068
602,69946,7,12.22375,73,84,-24.2023,3.2106,76.3341
603,76418,7,8.30461,36,43,-24.0415,4.9102,74.5371
604,76419,7,16.38695,32,54,-24.8356,4.8712,74.8259
605,68718,7,0.04215,42,42,-24.344,2.8206,82.4865
606,68816,21,0.03813,38,38,-19.5091,3.5786,79.3503
607,68736,7,0.08758,6,6,-23.0097,2.6413,81.9074
608,69885,7,0.01806,18,18,-24.5185,2.7793,78.8798
609,69904,7,0.01806,18,18,-24.4079,2.8371,78.512
610,68737,7,3.55779,16,20,-23.966,2.6046,81.7574
611,69829,7,0.02107,21,21,-24.9642,2.8292,82.3994
612,70889,3,3.68559,12,15,-15.8261,2.9125,83.9504
613,71936,3,8.41506,16,24,-16.4561,3.9394,85.3878
614,75193,11,16.11617,12,34,-15.2995,6.4869,81.5463
615,68758,21,0.00502,5,5,-23.4495,2.4755,80.9956
616,68759,7,0.04415,44,44,-24.5111,2.5802,80.8544
617,68738,7,0.01706,17,17,-24.7365,2.6416,81.7518
618,68760,7,0.01706,17,17,-25.0229,2.6523,81.2808
619,69843,7,0.01706,17,17,-25.2932,2.813,81.7554
620,70900,11,0.00903,9,9,-15.562,2.0124,82.8663
621,68770,3,0.05118,51,51,-16.0199,2.1191,81.5747
622,68777,21,0.00502,5,5,-22.8465,2.4687,80.247
623,68778,7,0.04415,44,44,-23.819,2.5836,80.0699
624,68789,3,7.61792,53,59,-16.0401,2.6632,81.2822
625,68790,3,8.09831,66,72,-16.0074,2.7827,81.0462
626,68791,3,8.09831,66,72,-16.2102,2.919,81.0347
627,68792,3,0.01004,10,10,-16.7516,3.0139,81.0525
628,68799,7,2.92031,15,17,-23.2421,2.5845,79.3582
629,68811,3,8.09831,66,72,-16.1597,3.1012,80.4888
630,68812,3,5.45384,11,18,-16.3904,3.1179,80.5813
631,68813,19,0.01405,14,14,-16.8336,3.1559,80.3572
632,68817,21,0.00903,9,9,-20.5855,2.9673,78.7364
633,68833,19,0.01405,14,14,-17.2008,3.3769,79.3936
634,68834,19,0.01405,14,14,-17.3277,3.3713,79.6091
635,71953,11,0.01706,17,17,-16.1274,3.8319,83.3254
636,71964,11,0.01204,12,12,-16.095,3.7971,82.4359
637,73015,11,0.01706,17,17,-16.1526,4.8282,83.695
638,73023,11,0.01204,12,12,-16.015,4.8019,82.7348
639,74092,11,0.01806,18,18,-15.5772,6.5577,83.8653
640,74103,11,2.90268,17,20,-15.6031,6.3174,83.4384
641,74104,11,0.01204,12,12,-15.7773,5.6743,83.1472
642,74113,3,4.65653,12,16,-15.5041,5.8351,82.207
643,75171,11,0.02308,23,23,-15.6254,6.9924,84.613
644,75181,11,3.01735,22,25,-15.2479,7.0457,83.3555
645,69859,7,5.96087,21,27,-24.8812,2.6859,80.3515
646,69967,7,0.02408,24,24,-24.544,3.3598,75.5221
647,71017,7,0.02408,24,24,-25.0735,3.4843,75.1288
648,79320,16,2.20988,84,86,-27.9343,8.042,76.2096
649,69906,22,29.78355,47,86,-25.4954,3.5017,77.7976
650,69907,22,4.92223,36,39,-26.0433,3.8118,77.9445
651,77429,16,0.54597,66,66,-27.9766,8.2825,76.1438
652,69845,22,5.76541,14,19,-26.6396,3.517,81.786
653,69862,22,0.03097,17,17,-26.8232,3.7163,80.9745
654,70928,22,1.47350,14,15,-26.7644,3.7241,80.1471
655,70941,22,0.08736,43,43,-26.6291,3.8751,79.2501
656,69817,7,0.04717,47,47,-23.8525,3.3255,83.6731
657,69820,7,8.53105,30,37,-26.5991,3.5814,84.0381
658,69831,18,0.01104,11,11,-26.3355,3.2766,82.8226
659,69888,22,0.01104,11,11,-26.0694,3.6203,78.6134
660,69883,3,11.93551,20,33,-16.0391,2.9228,81.042
661,69897,3,13.34254,67,77,-16.1478,3.3644,79.9441
662,69898,3,5.45384,11,18,-16.3225,3.3283,79.774
663,69899,3,5.45384,11,18,-16.5751,3.3012,79.6918
664,69902,21,0.00201,2,2,-19.0049,3.6254,78.7896
665,69903,21,0.00100,1,1,-19.7677,3.4027,78.5044
666,69929,7,7.03461,16,24,-25.34,3.6163,76.7772
667,70999,22,5.44998,62,66,-25.9453,4.2065,76.0159
668,71019,22,2.70495,27,29,-26.0151,4.555,75.7393
669,72003,22,0.05720,57,57,-27.7297,5.2477,79.2716
670,72014,22,0.04114,41,41,-27.2683,4.8534,78.5856
671,69918,19,8.72579,15,25,-16.5375,3.519,78.9439
672,69919,19,0.98953,8,9,-17.0451,3.4497,78.8607
673,69920,19,0.00702,7,7,-17.7144,3.5114,78.8727
674,69921,19,1.81135,7,9,-18.5815,3.5852,78.2618
675,69922,21,0.00201,2,2,-19.4183,3.4931,77.9521
676,69923,21,0.00100,1,1,-20.3139,3.2868,77.7985
677,69928,7,0.01204,12,12,-24.7666,3.3245,77.1177
678,69938,19,0.98953,8,9,-17.5683,3.6484,78.1148
679,69939,19,0.00702,7,7,-18.1871,3.6813,77.7168
680,69941,21,0.00301,3,3,-19.8778,3.6396,77.1913
681,69942,21,0.00201,2,2,-20.6955,3.5635,76.9629
682,69943,21,0.00401,4,4,-21.4483,3.3896,76.8351
683,69963,21,0.01405,14,14,-21.0801,3.6356,76.4614
684,76399,16,0.04616,46,46,-27.2161,6.3386,75.6678
685,78385,16,10.57939,33,45,-27.6423,6.6306,76.6672
686,69989,7,0.00803,8,8,-23.0594,3.5494,74.9067
687,70942,22,0.03312,33,33,-27.2825,4.2598,79.8833
688,70943,22,1.69870,20,21,-27.5007,4.4165,80.5065
689,71989,22,0.02007,20,20,-27.5353,4.5671,79.8796
690,71990,22,0.01505,15,15,-27.8682,4.8646,80.3038
691,72002,22,0.02007,20,20,-27.4575,4.6631,79.4704
692,70929,22,1.83734,8,9,-27.21,4.0984,80.7091
693,70940,11,4.70792,19,23,-15.9732,3.3952,80.8099
694,70951,11,4.70790,19,23,-15.9842,3.5343,80.1974
695,70954,22,0.27749,34,34,-26.9162,4.4127,78.9617
696,70962,3,39.19639,42,82,-16.1328,3.7376,78.9907
697,70964,22,0.01606,16,16,-26.1741,4.3416,77.7238
698,70965,22,0.03813,38,38,-26.6272,4.6206,78.1126
699,70976,3,39.79744,41,82,-16.424,3.8341,78.4527
700,70978,19,0.98953,8,9,-17.2912,3.7226,78.0093
701,70981,22,0.00602,6,6,-26.4292,4.6756,77.5436
702,72029,22,0.00602,6,6,-26.9654,5.0002,77.3693
703,77428,16,0.28185,64,64,-27.737,7.5819,75.9777
704,70991,19,2.09761,16,18,-17.3742,4.2753,77.2402
705,70992,19,1.99186,16,18,-17.7152,3.9774,77.3185
706,70993,19,0.02208,22,22,-18.6545,4.0165,76.7094
707,70996,21,0.01405,14,14,-20.7386,3.7592,76.4745
708,71009,19,1.07184,23,24,-18.8762,4.3295,76.2904
709,71010,19,0.97555,4,5,-19.2721,4.3519,76.2226
710,71012,21,0.01405,14,14,-20.9091,3.9358,75.9683
711,71014,21,0.51853,6,6,-22.3816,3.6901,74.9775
712,71035,21,0.00602,6,6,-20.5639,4.4194,75.5796
713,71037,21,0.51700,6,6,-21.9007,4.0671,74.6751
714,71038,7,0.00803,8,8,-22.6243,3.8125,74.4506
715,71039,7,0.01405,14,14,-23.5492,3.6868,74.3949
716,73045,22,0.01505,15,15,-28.5417,5.7791,81.0167
717,73052,22,0.03111,31,31,-28.2718,5.7393,79.9303
718,73073,22,0.01305,13,13,-28.1025,6.1461,78.2887
719,74153,22,0.00702,7,7,-28.2141,6.5643,78.3933
720,74163,22,0.00702,7,7,-28.1391,6.6735,78.0665
721,71978,22,0.01505,15,15,-28.7914,6.0562,81.9919
722,72000,11,0.03512,35,35,-15.8897,4.1237,80.0372
723,75166,11,3.53072,14,17,-16.329,6.5366,85.6144
724,75172,11,3.53072,14,17,-16.1026,6.2959,84.8705
725,72015,22,0.03512,35,35,-27.4614,5.5561,78.4
726,72030,22,0.01706,17,17,-27.3406,5.8143,77.7518
727,72026,3,52.12449,43,102,-16.3016,4.2921,78.2394
728,72061,16,8.62199,20,28,-26.8308,5.1044,76.1265
729,72040,19,0.00100,1,1,-17.1043,4.534,77.1612
730,72041,19,2.94923,21,24,-17.7096,4.6335,76.5695
731,72042,19,0.02208,22,22,-18.1874,4.3091,76.6439
732,72055,19,2.94923,21,24,-18.0792,5.0624,75.7924
733,72056,19,0.02208,22,22,-18.7235,4.6483,76.0537
734,72058,21,0.00602,6,6,-20.1982,4.5748,75.5974
735,76384,16,0.04516,45,45,-26.3825,5.3227,75.5302
736,77383,16,3.40636,17,19,-29.4429,9.7556,78.9295
737,78376,16,1.57329,19,20,-29.4276,10.645,78.4847
738,72077,19,0.40317,3,3,-18.4359,5.4012,75.5346
739,72078,19,1.09065,27,28,-18.6662,5.0664,75.3923
740,72079,19,1.04679,5,6,-19.426,4.9672,75.0713
741,72080,21,0.00602,6,6,-20.4111,4.6775,74.9634
742,75305,16,7.51037,36,42,-25.7156,5.0779,75.1559
743,76397,16,0.03111,31,31,-25.4141,4.9285,75.0826
744,77396,16,2.22692,83,85,-26.9261,5.5903,76.3571
745,78365,16,0.03211,32,32,-30.0729,10.7565,79.5738
746,78375,16,4.32073,36,40,-29.0632,10.1257,77.991
747,79277,16,2.15586,22,24,-30.479,11.625,79.6506
748,76386,16,4.47034,47,51,-28.4515,9.1683,77.3739
749,76398,16,6.57917,60,66,-26.6676,5.6821,75.4907
750,77370,16,6.51188,31,36,-29.835,9.676,79.7272
751,77410,16,0.02308,23,23,-28.2093,9.124,76.7748
752,78398,16,1.07675,22,23,-28.4959,10.7657,77.4413
753,78409,16,1.14489,79,80,-27.9148,8.2597,76.1337
754,79276,16,3.11656,30,33,-30.0997,11.4925,78.9791
