id,extid,group,bridgeness,influence,degree,x,y,z
755,79312,16,1.08065,20,21,-28.6076,11.3211,77.2336
756,79321,16,2.25891,104,106,-27.9083,9.2017,76.1613
757,72099,19,4.90888,16,21,-19.6696,5.0764,74.5984
758,72100,21,0.16900,14,14,-20.1169,4.9633,74.4513
759,72101,21,0.16899,14,14,-20.8878,4.773,74.1309
760,72103,7,0.01305,13,13,-22.6688,4.5112,73.5129
761,72104,7,3.59953,28,31,-23.4882,4.3707,73.6874
762,72105,16,26.70428,29,68,-24.4071,4.1922,74.0711
763,72106,16,60.08509,93,157,-25.1903,4.1931,74.4182
764,72122,7,0.01305,13,13,-22.9664,4.5916,73.451
765,73046,22,0.01405,14,14,-29.129,6.504,81.627
766,73051,11,0.02509,25,25,-15.8102,4.9258,80.1166
767,73053,22,0.01405,14,14,-28.869,6.4115,80.5577
768,73064,22,0.02107,21,21,-28.5238,6.3881,79.5355
769,74129,22,0.02208,22,22,-29.4218,7.1283,81.3061
770,73072,3,29.34473,29,62,-16.1276,4.9561,78.3163
771,73081,19,0.00100,1,1,-16.8369,4.7803,77.1362
772,73074,22,0.00502,5,5,-28.286,6.3076,78.891
773,74154,22,0.01004,10,10,-28.5859,6.8831,78.8034
774,73092,3,3.11887,7,10,-17.1047,5.2365,76.4772
775,73093,19,2.94923,21,24,-17.5939,5.0647,76.1195
776,73109,3,3.77696,7,10,-17.4982,5.8288,76.1871
777,73110,3,9.13294,29,36,-17.7621,5.6374,75.9996
778,73112,22,9.85618,15,32,-26.9269,5.6208,76.1232
779,73131,3,9.13294,29,36,-18.1985,5.6232,75.5941
780,73132,19,0.00301,3,3,-18.6433,5.5477,75.3007
781,73133,19,0.00301,3,3,-18.9712,5.2532,75.0504
782,73148,19,0.00301,3,3,-18.9679,5.5527,75.0536
783,73149,19,4.71798,16,21,-19.3768,5.454,74.8182
784,73150,19,4.71798,16,21,-19.9234,5.2862,74.4103
785,73151,21,0.10384,14,14,-20.4802,5.0681,73.9701
786,73153,9,0.00502,5,5,-21.9028,4.7646,73.42
787,73154,7,0.01305,13,13,-23.4862,4.5891,73.6445
788,73155,7,0.01305,13,13,-23.8867,4.4971,73.8967
789,73175,19,4.71798,16,21,-19.6801,5.5823,74.5267
790,73179,7,11.50846,64,73,-22.3482,4.8803,73.3001
791,73180,7,3.62284,78,81,-23.167,4.7426,73.4932
792,73181,7,0.01305,13,13,-23.6153,4.7082,73.7856
793,75232,16,1.43133,4,5,-29.3258,7.6286,79.4318
794,75233,22,0.01907,19,19,-29.5864,8.2677,79.8482
795,75247,22,0.00502,5,5,-29.4431,8.0358,79.252
796,76334,22,0.01806,18,18,-29.4659,8.6016,79.2515
797,74139,11,0.01706,17,17,-15.8967,5.926,79.5235
798,74141,22,0.02007,20,20,-29.5382,7.8785,80.2283
799,74151,11,3.44316,13,16,-15.9305,5.9971,78.6436
800,74152,3,5.98557,10,16,-16.0416,5.6786,78.1934
801,75279,0,0.00201,2,2,-28.45,7.9935,77.5234
802,76372,16,6.15737,30,36,-28.5831,8.6296,77.5822
803,74174,19,4.43130,7,13,-16.5986,5.9621,76.8935
804,74194,3,15.01669,19,37,-17.5676,6.0117,75.9497
805,74177,22,0.00100,1,1,-28.3103,7.6196,77.5875
806,74210,3,15.01221,19,37,-17.4455,6.2457,75.8608
807,74212,3,9.13294,29,36,-18.3006,5.7894,75.3484
808,74228,3,31.65905,48,78,-18.1239,5.9803,75.3135
809,74229,19,0.01405,14,14,-18.7217,5.6596,74.9119
810,74230,19,4.71798,16,21,-19.335,5.6436,74.6608
811,78411,16,0.02007,20,20,-28.0845,9.7156,76.4519
812,79310,16,5.40526,97,102,-27.9013,9.0469,76.3568
813,74257,19,0.01405,14,14,-18.9335,5.7982,74.6495
814,74258,7,26.65772,27,56,-19.5023,5.7459,74.4652
815,74259,7,5.02198,17,20,-20.2685,5.6138,73.9222
816,74260,21,0.02107,21,21,-21.0208,5.4327,73.5802
817,74261,7,5.00616,28,32,-21.8235,5.2577,73.3884
818,74262,7,3.67349,78,81,-22.6172,5.1116,73.3718
819,74263,7,7.90030,86,90,-23.2926,4.996,73.5472
820,74264,7,3.82824,20,23,-23.7571,4.8031,73.9639
821,75217,11,0.00702,7,7,-15.699,6.9088,79.8985
822,75260,3,8.58258,22,29,-15.9858,6.788,77.5682
823,75261,19,7.45153,7,16,-16.4473,6.7237,77.0626
824,75262,22,2.64919,9,12,-28.7976,7.974,77.9026
825,75276,16,15.16901,23,41,-16.6735,6.6243,76.4221
826,75292,16,15.35543,23,41,-16.6791,6.8174,76.0899
827,75293,3,16.02379,19,38,-16.9618,6.5079,75.9548
828,75295,0,1.69302,7,8,-28.0026,7.4831,76.4979
829,75304,3,32.55879,48,78,-17.8542,6.1682,75.4243
830,75322,3,6.00756,27,30,-17.5328,6.3556,75.3744
831,75323,3,31.66016,48,78,-17.9588,6.1351,75.1961
832,75324,19,0.00903,9,9,-18.5067,5.9133,74.7476
833,75325,7,6.90237,53,58,-23.2949,5.1981,73.9759
834,75326,7,3.82824,20,23,-24.1772,4.9198,74.3559
835,75347,7,26.63954,27,56,-19.0939,5.9026,74.4859
836,75348,7,26.65770,27,56,-19.7034,5.8351,74.2661
837,75349,7,5.02207,17,20,-20.4662,5.7414,73.8662
838,75350,21,0.02107,21,21,-21.3125,5.5641,73.6419
839,75351,7,4.84595,28,32,-22.157,5.3968,73.5135
840,75352,7,6.89864,53,58,-22.9148,5.2299,73.5863
841,75354,7,3.82824,20,23,-24.1292,4.7353,74.1967
842,76380,21,0.00100,1,1,-16.6957,6.948,75.888
843,76411,3,6.00771,27,30,-17.4997,6.4037,75.1353
844,76412,19,0.00903,9,9,-18.06,6.1821,74.9734
845,76413,19,12.86286,27,37,-18.489,6.1651,74.6957
846,76414,19,6.55414,13,20,-18.9241,5.9406,74.5651
847,76431,19,0.00903,9,9,-18.6844,6.0549,74.6293
848,76435,21,0.00201,2,2,-21.7491,5.6144,73.7912
849,76436,7,6.90612,53,58,-22.5252,5.4184,73.7545
850,77406,7,2.96582,14,16,-20.6177,5.3739,75.2227
851,77422,19,0.97911,5,6,-18.8705,5.5449,75.161
852,77423,7,2.95820,14,16,-19.8826,5.4713,74.7816
853,77425,21,0.00201,2,2,-21.9351,5.5496,74.4674
854,77426,16,6.53252,40,46,-27.131,6.1882,75.825
855,77439,3,19.31522,29,49,-17.2856,6.5405,75.2597
856,77440,19,12.82221,25,36,-17.8069,6.1901,74.8968
857,77441,19,6.15400,13,20,-18.2858,6.1837,74.8255
858,77442,21,0.01405,14,14,-19.1198,5.762,74.6154
859,77444,21,0.00201,2,2,-21.5631,5.6734,74.2061
860,79287,20,0.00803,8,8,-29.7003,11.5255,78.3772
861,79299,20,0.00602,6,6,-29.1254,11.4234,77.4832
862,80280,16,15.87690,25,42,-29.8749,12.7062,77.0708
863,81220,18,7.56229,10,21,-30.3077,13.0605,77.1566
864,81221,18,7.02856,14,23,-30.7596,13.3209,77.5091
865,78407,19,6.65067,13,20,-18.4867,5.8432,75.0481
866,78418,19,6.46773,13,20,-18.3468,5.9687,74.9592
867,78419,19,6.46773,13,20,-18.6026,5.8196,74.8247
868,79309,16,4.35855,43,47,-27.9086,8.1326,76.4734
869,80234,20,0.00602,6,6,-27.9777,9.0109,78.6864
870,84047,18,5.31996,39,43,-29.2802,13.6463,77.6957
871,80289,16,11.63468,33,46,-29.1844,12.4366,76.6086
872,81232,20,0.01004,10,10,-29.5827,12.81,76.6125
873,84037,18,3.67752,35,38,-29.3725,13.6263,78.3144
874,86749,12,15.57779,21,39,-35.4917,16.1803,78.5073
875,82172,20,0.01907,19,19,-31.7999,14.2428,77.0827
876,82186,20,0.01907,19,19,-31.5139,14.2509,76.6606
877,80279,20,0.00803,8,8,-29.1614,12.1305,76.9289
878,81171,18,5.05531,25,28,-28.6176,10.7658,79.7855
879,81189,18,5.40952,10,15,-28.5379,10.7998,78.8539
880,81233,20,0.00100,1,1,-30.1842,13.1605,76.7725
881,82158,20,18.81476,28,49,-33.5845,14.5555,78.4071
882,81222,20,0.00803,8,8,-31.6823,13.7775,77.7423
883,81234,16,1.89684,5,7,-30.9033,13.5849,77.0412
884,81241,16,51.80930,100,146,-28.2293,10.9835,76.2423
885,82181,16,45.15481,36,101,-28.8404,12.663,76.1591
886,83132,18,13.78505,63,76,-29.0369,13.2545,76.0888
887,83134,18,18.66082,18,40,-30.1069,13.8709,75.973
888,81245,20,8.39969,20,30,-29.4796,12.8862,76.3704
889,81235,20,0.00803,8,8,-31.3263,13.7072,77.2777
890,81246,20,7.09368,12,23,-30.0463,13.2799,76.4489
891,82124,18,0.01907,19,19,-28.8253,12.4827,78.5639
892,84039,18,11.43851,12,29,-30.4774,14.2595,79.5447
893,84923,18,8.57554,21,29,-30.6221,14.5582,78.8146
894,82112,18,0.04817,48,48,-28.9983,12.2978,79.407
895,82111,18,0.00502,5,5,-28.6868,11.6622,79.0853
896,82123,18,0.00301,3,3,-28.6527,11.7516,78.2682
897,82139,18,6.39015,23,28,-28.6938,11.9673,77.6168
898,82140,18,0.98865,17,18,-28.7775,12.5683,77.8229
899,82168,18,34.87602,27,73,-28.4992,12.0462,76.4072
900,83104,18,0.05218,52,52,-28.8276,12.501,76.506
901,83108,20,24.25900,32,61,-34.2755,14.9178,78.2788
902,83122,18,0.05218,52,52,-28.7783,12.4435,76.2676
903,83123,18,0.05218,52,52,-28.7849,12.8446,76.2552
904,83128,20,8.59043,27,35,-34.5356,15.532,77.9907
905,84031,12,6.16152,12,20,-30.808,14.2099,80.2996
906,84922,18,7.80984,33,40,-29.9983,14.2635,78.4222
907,84931,18,7.51527,32,39,-30.0478,14.3858,77.9743
908,83106,18,8.34584,32,39,-29.165,13.5726,76.5089
909,84058,18,3.82096,27,30,-29.1955,13.665,77.0766
910,84071,18,3.82096,27,30,-29.1771,13.6469,76.7431
911,82095,18,0.00201,2,2,-28.8426,11.5404,79.8044
912,84958,12,14.95651,15,34,-31.8148,15.2219,76.4903
913,86741,18,0.54368,1,2,-36.7693,16.899,79.4542
914,87611,20,4.82453,7,12,-36.6525,16.8885,79.8783
915,87616,12,0.01405,14,14,-37.0306,17.104,79.4372
916,127236,12,0.01405,14,14,-37.1001,17.3238,79.9905
917,84090,14,9.17182,16,26,-30.6361,14.5215,76.2777
918,84970,14,6.15598,25,29,-30.7674,14.6947,76.4237
919,82142,20,4.83932,12,17,-34.1971,14.5967,79.2073
920,83089,20,1.36749,16,17,-34.8808,14.9564,78.9936
921,83107,20,20.19159,31,54,-33.4738,14.6607,77.807
922,83125,20,1.11749,24,25,-32.3996,14.6461,76.8812
923,83127,20,5.32996,21,26,-33.8294,14.9959,77.4828
924,83138,20,9.94684,17,29,-32.9329,14.7969,76.7682
925,83139,20,3.13831,18,21,-33.3377,14.9023,77.0576
926,83124,18,7.47610,54,61,-29.0821,13.4603,76.3064
927,84088,18,11.18271,22,37,-29.4473,13.8436,76.2753
928,84101,14,12.50888,32,48,-29.3827,13.6524,76.1481
929,84102,14,8.54681,17,29,-29.589,13.8857,76.0736
930,84974,20,6.72624,22,26,-33.3977,15.2084,76.5723
931,84991,12,6.62990,14,19,-31.3303,14.833,76.0747
932,85911,12,16.15649,25,40,-33.4647,15.3055,76.8277
933,86740,20,0.00502,5,5,-36.1768,16.5537,79.479
934,86757,12,8.15140,24,31,-34.2278,16.0206,77.5913
935,86758,12,8.15140,24,31,-34.7845,16.0752,77.8237
936,86771,20,1.26393,14,15,-36.8785,16.6968,77.9302
937,85896,12,8.28336,29,36,-33.3865,15.4877,77.0783
938,82182,20,13.72903,16,33,-29.2604,13.0236,76.0124
939,84073,14,0.03111,31,31,-30.0596,14.4038,76.5938
940,84955,14,0.01204,12,12,-30.1593,14.4756,76.8927
941,85883,14,0.00702,7,7,-31.8163,15.3416,77.3941
942,83076,18,1.02424,16,17,-28.9982,13.1552,78.0789
943,83088,18,1.10436,13,14,-28.8864,13.187,77.3946
944,83105,18,1.11713,10,11,-28.8536,13.129,76.7179
945,83109,20,0.01505,15,15,-35.2269,15.5063,78.5569
946,86770,20,0.02007,20,20,-36.2757,16.3452,78.0628
947,83110,20,1.99717,19,21,-36.2055,15.636,78.8311
948,84074,20,0.00702,7,7,-35.9724,15.865,78.3318
949,84093,20,0.02308,23,23,-36.3196,16.3321,78.1221
950,84094,20,0.01004,10,10,-37.0379,16.6249,78.2774
951,85898,20,7.25143,23,30,-34.884,16.0318,77.5741
952,85899,20,7.26141,18,27,-35.6306,16.1188,77.8525
953,86761,20,0.00602,6,6,-37.8988,17.2547,78.2059
954,127245,14,5.50962,18,22,-37.9581,17.7568,79.1309
955,83126,20,0.01706,17,17,-32.8525,14.6459,77.2544
956,84091,20,4.14912,21,25,-34.2981,15.6518,77.5792
957,84108,21,0.01204,12,12,-33.5619,15.3199,77.0808
958,84996,21,0.01505,15,15,-34.0589,15.576,77.341
959,85897,12,14.89016,22,40,-34.1246,15.6598,77.3481
960,83058,20,0.00502,5,5,-29.9234,13.1959,80.4016
961,83137,20,0.01907,19,19,-32.0721,14.5858,76.5577
962,86760,20,0.02509,25,25,-37.0472,16.9276,78.4316
963,83133,20,5.59371,12,19,-29.539,13.525,76.1039
964,84995,20,1.16016,15,16,-33.7401,15.4076,76.9793
965,85895,12,19.04030,24,46,-32.5862,15.383,76.8188
966,86750,12,0.00903,9,9,-36.7086,16.6989,78.9545
967,84023,18,0.00702,7,7,-31.9027,14.45,81.3858
968,84030,18,24.31207,42,69,-30.2181,13.7897,79.9189
969,86738,18,0.08953,4,4,-33.9785,16.0494,78.2991
970,86747,12,1.83759,4,6,-33.7223,15.9468,77.878
971,86748,18,0.94873,5,5,-34.2706,16.0541,77.9319
972,84022,18,1.05821,6,6,-31.3748,14.2512,81.0946
973,84903,18,0.00702,7,7,-31.9221,14.7463,80.7626
974,85886,12,0.02208,22,22,-33.8683,15.8026,77.4555
975,84944,18,5.24744,21,25,-30.0678,14.4358,77.3278
976,84048,18,0.01706,17,17,-29.6346,14.0568,78.0994
977,84059,18,0.01405,14,14,-29.5694,14.114,77.4338
978,84072,18,1.49551,11,12,-29.518,14.0954,76.6711
979,84075,20,0.00301,3,3,-36.754,16.0066,78.4039
980,84913,14,0.01405,14,14,-31.7382,15.0719,79.5564
981,85843,14,0.01104,11,11,-32.2307,15.3558,79.5093
982,85856,14,0.01104,11,11,-32.1311,15.3902,79.0415
983,84089,14,6.60167,17,26,-30.0768,14.3487,76.3063
984,84975,20,1.09356,15,16,-33.9596,15.4441,76.9759
985,84994,20,1.13425,10,11,-33.2022,15.1168,76.45
986,84092,20,5.51571,22,27,-35.3243,15.8348,77.9468
987,84976,20,2.01701,9,11,-34.7369,15.7848,77.5682
988,84977,20,0.01706,17,17,-36.0676,16.2764,77.8919
989,85913,20,2.05484,19,20,-34.8745,15.8675,77.3855
990,84103,12,12.13716,16,28,-30.4267,14.3128,76.1065
991,84106,12,5.18228,6,11,-32.3676,14.8359,76.1842
992,84957,14,6.09567,17,24,-31.3021,15.1077,76.6823
993,85894,14,0.00502,5,5,-32.0104,15.3526,76.9039
994,84992,12,2.56758,14,16,-31.922,14.9375,76.0489
995,84993,12,4.74899,6,12,-32.5693,15.0078,76.1511
996,84107,20,9.51098,12,24,-33.0468,14.9309,76.4849
997,84881,14,0.19389,17,17,-34.4919,15.1987,82.569
998,84893,14,0.01004,10,10,-33.2916,14.9519,81.4516
999,84894,14,0.01405,14,14,-33.9418,15.1632,81.6458
1000,84924,14,0.01806,18,18,-31.3523,15.0881,78.5127
1001,84933,14,0.02408,24,24,-31.218,15.1177,77.6962
1002,85819,14,0.01004,10,10,-33.7135,15.2374,81.2993
1003,85820,14,4.03567,13,17,-34.2642,15.3945,81.4427
1004,85831,14,0.00401,4,4,-33.432,15.3544,80.7742
1005,85917,20,2.59588,11,13,-38.0892,17.0225,77.8672
1006,86751,20,11.09597,9,25,-37.2031,17.1166,78.864
1007,87621,14,11.39630,11,26,-37.4709,17.3009,78.9022
1008,127241,12,9.73373,12,24,-37.5043,17.5215,79.4281
1009,84892,18,5.16587,6,12,-32.6247,14.4065,81.9689
1010,84904,14,0.00803,8,8,-32.5383,15.2264,80.3301
1011,84914,14,0.00803,8,8,-32.3058,15.3344,79.7704
1012,84902,18,2.26732,5,8,-31.2767,14.4679,80.4832
1013,84912,18,2.26732,5,8,-31.1117,14.5802,79.8865
1014,84932,14,0.01505,15,15,-30.6384,14.7284,77.9085
1015,84945,14,0.02609,26,26,-30.6249,14.7404,77.2582
1016,84946,14,0.04817,48,48,-31.0797,15.074,77.1029
1017,85821,14,3.90988,16,20,-35.0987,15.8056,81.3665
1018,85869,14,0.00401,4,4,-31.9676,15.4147,78.2178
1019,86701,14,0.00903,9,9,-35.8737,16.3094,81.8198
1020,84956,14,0.04817,48,48,-30.5957,14.6629,76.7343
1021,85857,14,6.11189,11,20,-32.8257,15.6334,78.8256
1022,85858,14,5.96371,11,20,-33.4925,15.8731,78.5581
1023,84971,14,11.21113,11,26,-31.1663,14.9241,76.224
1024,84978,20,0.01104,11,11,-36.9159,16.6897,78.0191
1025,84979,20,2.70150,15,16,-37.8629,16.8095,78.0017
1026,85900,20,0.00903,9,9,-38.275,17.2402,78.1103
1027,85916,20,0.00903,9,9,-37.7384,16.9922,77.9135
1028,86772,20,0.00803,8,8,-37.3387,16.8852,77.8341
1029,85808,14,4.83444,16,21,-35.0396,15.6214,82.1833
1030,85832,14,0.02308,23,23,-34.0908,15.5749,80.4946
1031,85833,14,0.01204,12,12,-34.7397,15.9604,80.3435
1032,85844,14,0.02609,26,26,-32.8925,15.5102,79.768
1033,85845,14,2.21002,22,24,-33.9495,15.8383,79.5134
1034,86709,14,0.00502,5,5,-35.5172,16.2611,80.949
1035,86720,14,1.74386,5,7,-36.0744,16.5521,80.7668
1036,127203,14,1.74386,5,7,-36.201,16.581,81.4206
1037,85846,14,2.18597,20,22,-34.6094,16.0564,79.8517
1038,85870,12,1.08148,5,6,-32.6512,15.6338,78.0213
1039,85871,12,0.78101,6,6,-33.3011,15.8092,77.9137
1040,85884,12,18.72832,24,46,-32.6194,15.5285,77.4008
1041,84021,12,0.00201,2,2,-30.6608,13.6248,81.0032
1042,85885,12,0.01606,16,16,-33.3923,15.7039,77.4809
1043,85912,20,10.27902,13,27,-34.1547,15.5343,77.1021
1044,85914,20,0.01004,10,10,-35.8735,16.2228,77.7553
1045,85915,20,0.00602,6,6,-36.7384,16.6236,77.7304
1046,86718,14,2.18597,20,22,-34.6362,16.1096,79.5558
1047,86719,14,2.14666,20,22,-35.2026,16.2703,80.1265
1048,86728,12,0.02509,25,25,-34.3276,16.0956,78.9884
1049,86729,12,0.80372,2,3,-35.1782,16.2583,79.4792
1050,86730,12,0.80372,2,3,-35.941,16.5299,80.1102
1051,127215,12,0.00201,2,2,-36.4069,16.7649,80.6375
1052,127224,20,3.86047,5,10,-36.57,16.8605,80.2429
1053,86739,12,0.02709,27,27,-34.8937,16.1291,78.7658
1054,193825,10,12.04298,32,44,24.4555,-4.9796,83.9122
1055,194888,10,12.27404,51,62,23.8725,-4.6957,84.211
1056,194889,10,3.48904,56,59,23.117,-3.949,84.0832
1057,194902,10,8.29357,45,53,24.6908,-4.5685,83.5435
1058,194904,10,6.69091,38,44,23.827,-4.5357,83.2211
1059,194906,10,10.33131,40,51,22.9648,-4.2164,83.2954
1060,194923,10,6.57466,38,44,23.1484,-4.2109,82.6527
1061,195936,10,1.10848,26,27,25.3985,-4.2546,84.321
1062,195937,10,4.26284,41,45,23.0361,-3.5196,84.527
1063,195938,10,3.06997,38,41,22.4145,-3.1241,84.0545
1064,196970,10,5.56878,125,130,22.4828,-1.8948,84.8398
1065,197959,10,7.58997,99,106,22.6691,-1.4979,85.4394
1066,197989,10,14.65430,93,106,20.5714,-1.3225,80.5057
1067,199056,10,8.25318,51,57,20.5093,-1.0816,80.7414
1068,199068,10,9.38800,42,49,20.4747,-0.77643,80.1088
1069,206241,8,31.57192,98,125,29.6581,5.2101,79.7638
1070,206256,8,30.49183,98,127,29.4447,4.5326,79.2859
1071,206257,8,38.02307,112,141,29.2721,4.311,79.0346
1072,207139,8,5.75963,20,25,29.8058,5.1057,80.1678
1073,207140,8,7.93037,63,70,29.6329,4.5672,79.8152
1074,207153,6,0.05319,53,53,30.1481,6.3722,80.0923
1075,208111,8,26.45804,72,95,29.662,4.758,80.0385
1076,208127,6,0.03813,38,38,31.5359,9.789,79.1585
1077,208128,6,20.03440,54,71,30.9485,8.5298,79.9599
1078,208145,6,19.10181,25,53,31.7217,10.7605,77.9254
1079,208160,6,77.50124,55,150,32.2273,10.4207,76.9248
1080,208161,6,65.09184,23,109,31.7858,10.5092,76.6783
1081,209071,6,34.77397,28,74,31.6487,10.5027,78.6411
1082,193826,10,10.44632,19,31,24.041,-4.7708,83.7865
1083,194890,10,5.51332,33,38,22.393,-3.6066,83.5028
1084,194903,10,3.38331,32,35,24.2742,-4.5762,83.3442
1085,194907,10,5.66093,33,38,22.4107,-3.8562,83.1388
1086,194925,10,24.74799,82,103,22.4779,-4.0267,82.8569
1087,195957,10,12.07112,72,82,22.0644,-3.5689,82.4298
1088,195970,10,38.05519,90,135,21.5503,-2.85,81.6569
1089,196992,10,1.23734,109,110,20.9387,-2.1884,81.85
1090,197005,10,10.97769,97,106,21.0873,-2.3393,81.3514
1091,197965,10,4.44235,69,73,21.6213,-1.6119,83.3908
1092,197971,10,2.33497,49,51,21.0098,-1.5762,82.3381
1093,197977,10,0.06924,69,69,20.6535,-1.4357,81.3444
1094,199046,10,12.38776,44,56,20.7216,-0.83523,81.5711
1095,199057,10,13.04471,38,51,20.5408,-0.69517,80.7765
1096,195939,10,0.03111,31,31,21.8697,-2.8123,83.5624
1097,195947,10,2.24285,31,33,21.8189,-3.3065,83.0434
1098,195948,10,2.24285,31,33,21.8126,-3.0268,83.3715
1099,196984,10,0.05720,57,57,21.4725,-2.5936,82.9354
1100,201300,8,15.64524,30,47,29.4542,2.5618,80.4549
1101,202480,8,19.93671,41,61,30.0176,2.9046,80.7031
1102,194901,10,1.06306,23,24,25.115,-4.4133,83.8266
1103,194905,10,12.17152,34,47,23.4128,-4.4343,83.261
1104,194920,10,3.17857,52,55,24.4534,-4.05,83.0338
1105,194921,10,2.16368,28,30,24.0634,-4.1644,82.7852
1106,194924,10,26.06836,73,95,22.7104,-4.116,82.7413
1107,195954,10,8.63246,53,59,23.2779,-3.6908,82.3545
1108,194919,10,7.29125,41,47,24.6307,-3.9226,83.1821
1109,194922,19,0.02709,27,27,23.606,-4.2055,82.6919
1110,195945,10,10.37253,37,46,24.9012,-3.2992,84.6285
1111,195951,19,13.17505,27,43,24.4402,-3.5283,83.4567
1112,195955,19,0.02810,28,28,22.9128,-3.7183,82.2381
1113,195956,10,26.73979,84,109,22.5188,-3.6568,82.2517
1114,195969,10,13.55914,47,59,21.9722,-3.1752,81.7222
1115,196980,10,9.89464,41,50,24.8791,-3.0284,85.0093
1116,200113,10,17.64264,37,59,22.1366,0.2182,84.3162
1117,200114,10,11.29719,27,40,21.7335,0.12227,83.5119
1118,201236,2,14.73472,22,48,22.1137,0.95872,83.9873
1119,209977,5,29.19802,32,68,22.4537,6.0539,79.8926
1120,210885,10,9.25417,15,30,30.7556,8.973,81.2302
1121,195946,10,3.05335,20,23,24.8893,-3.5955,84.1528
1122,208088,8,31.45311,89,118,29.4152,4.8564,81.7132
1123,209967,10,36.03839,26,74,30.6109,7.699,81.8211
1124,209968,10,13.96708,24,38,30.4636,8.9505,81.7547
1125,208110,6,22.39985,36,67,30.1171,6.3812,80.2456
1126,209062,6,26.39916,48,74,30.5298,7.6024,80.4449
1127,199038,10,0.05018,50,50,21.4173,-1.1782,82.9351
1128,201282,8,3.02601,21,23,29.3989,2.7027,81.3364
1129,204447,8,4.79228,41,44,29.9443,5.7553,80.8163
1130,204448,8,14.74959,68,79,29.8625,4.9386,80.1004
1131,205318,8,4.62079,63,67,29.9596,6.0759,80.7503
1132,209960,13,11.60877,10,26,30.2269,6.9242,82.8159
1133,196974,10,23.33279,51,73,24.6485,-2.3344,85.2383
1134,196981,10,7.35491,39,47,24.4037,-2.4681,84.5522
1135,207166,8,31.41640,76,109,29.5879,4.9834,79.7266
1136,195952,10,8.88278,48,55,24.05,-3.4382,82.9678
1137,196982,10,10.98946,40,51,23.7712,-1.9696,84.0108
1138,196983,10,7.53691,58,64,21.4987,-3.0088,82.7405
1139,196988,10,11.07783,32,44,24.2016,-2.842,83.8599
1140,196991,10,7.27706,58,64,21.4283,-2.8939,82.2733
1141,206269,1,18.37538,13,44,33.6222,9.6596,77.5332
1142,206270,6,24.80485,23,58,33.2627,9.953,77.5272
1143,206281,1,18.36903,13,44,33.4289,9.6721,77.1234
1144,206282,6,24.83242,23,58,33.2541,9.7459,76.9614
1145,207152,6,9.71284,49,56,30.7415,7.9554,80.1624
1146,208113,8,37.34529,64,100,26.2921,3.9434,80.1092
1147,208125,6,0.04917,49,49,32.1974,10.5604,78.5209
1148,208126,6,0.04917,49,49,31.6254,10.432,78.895
1149,208132,8,22.67233,52,71,26.4324,3.9553,79.0853
1150,208133,24,15.48225,36,55,24.5889,4.3159,79.1384
1151,208144,6,50.52036,68,127,32.2589,10.5986,77.8684
1152,209047,10,21.07131,20,49,29.9819,6.0599,82.2409
1153,210868,10,22.83274,33,62,30.0105,9.1087,82.9127
1154,213508,1,59.08236,56,128,29.1749,12.2052,76.767
1155,213523,1,59.43258,56,128,29.3302,12.2186,76.0961
1156,195913,10,0.03111,31,31,23.4933,-3.0151,86.058
1157,197006,10,2.80426,86,86,20.7383,-1.819,80.9339
1158,197020,10,6.50903,63,68,20.6892,-1.479,80.2679
1159,197960,10,4.34567,49,53,22.3107,-1.1866,84.6679
1160,202531,8,16.36810,70,84,28.442,3.2865,78.4427
1161,204473,8,13.06452,80,91,28.2166,3.7358,78.2342
1162,208096,10,8.59702,9,21,29.9772,6.1985,80.6569
1163,195926,10,0.04215,42,42,23.1051,-3.2079,84.9504
1164,207184,8,10.26845,61,68,27.5257,4.1937,77.363
1165,195953,10,12.24448,53,63,23.5539,-3.4275,82.5698
1166,196990,10,19.38465,43,65,23.4085,-2.7178,82.6762
1167,205341,8,7.05005,90,96,28.3242,3.655,78.0447
1168,207199,8,46.76026,82,130,26.6641,4.4165,76.281
1169,207200,8,29.26978,50,86,25.6146,4.5834,75.9379
1170,208114,24,13.57869,23,37,24.5717,4.4049,80.2718
1171,210894,13,5.10302,16,21,30.5354,9.9011,80.5193
1172,197001,10,16.70334,33,53,23.0292,-1.7812,82.6603
1173,202532,8,33.19156,46,80,27.3123,3.8696,78.3962
1174,202552,8,32.97848,70,100,27.2414,3.931,77.9681
1175,202553,8,30.48075,48,77,26.4928,3.8748,77.4548
1176,195966,10,9.59795,55,62,22.9252,-3.0295,82.0631
1177,195967,10,2.23712,27,29,22.6423,-3.1258,81.8819
1178,195968,10,5.06009,35,39,22.2724,-3.095,81.6719
1179,197002,10,23.78493,45,66,22.7714,-2.2145,82.183
1180,197003,10,10.52254,32,42,22.4338,-2.2666,81.5126
1181,197004,10,1.07359,18,19,22.2149,-2.5836,81.4028
1182,206285,8,39.70589,85,128,27.0203,4.3249,76.1709
1183,194876,9,0.00803,8,8,23.5142,-3.7556,85.2153
1184,195978,10,4.03183,34,37,21.9341,-2.8106,81.3598
1185,197017,10,6.50032,26,30,21.8426,-2.1904,80.928
1186,201220,6,0.65679,37,37,24.8003,1.7128,85.9034
1187,201268,8,8.50759,28,35,29.2468,3.0863,82.4073
1188,202479,8,11.70094,108,116,30.3677,3.3842,80.3671
1189,202492,8,9.81183,101,109,30.3104,3.3185,79.667
1190,202493,8,12.56137,60,73,29.9163,2.7299,79.6302
